a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,age,statut_marital,departement,poste,nombre_experiences_precedentes,annees_dans_l_entreprise,target
Non,2,2,17,4,Transformation Digitale,Occasionnel,0,2,3,3,1,4,3,4,Oui,30,Marié(e),Consulting,Senior Manager,1,9,0
Non,0,6,18,2,Infra & Cloud,Occasionnel,1,1,3,2,3,1,3,3,Non,39,Célibataire,Consulting,Tech Lead,0,8,0
Non,1,5,2,4,Infra & Cloud,Aucun,9,4,3,3,3,1,2,3,Oui,31,Divorcé(e),Commercial,Cadre Commercial,1,10,0
Non,0,4,10,2,Transformation Digitale,Aucun,11,3,1,2,2,1,3,3,Non,41,Célibataire,Commercial,Cadre Commercial,1,19,0
Oui,0,2,1,3,Infra & Cloud,Frequent,2,4,3,1,2,1,4,3,Oui,31,Célibataire,Commercial,Représentant Commercial,1,3,1
Oui,0,4,3,3,Infra & Cloud,Occasionnel,1,1,3,1,1,3,4,3,Non,44,Marié(e),Consulting,Consultant,4,3,1
Non,0,3,2,1,Infra & Cloud,Aucun,2,3,3,4,3,4,2,3,Oui,42,Marié(e),Consulting,Senior Manager,0,20,0
Non,1,5,2,2,Transformation Digitale,Occasionnel,9,4,1,5,3,4,3,3,Non,55,Marié(e),Consulting,Senior Manager,4,19,0
Non,0,4,8,4,Infra & Cloud,Occasionnel,7,4,3,5,2,1,3,3,Non,56,Célibataire,Ressources Humaines,Senior Manager,6,7,0
Non,1,0,16,2,Infra & Cloud,Aucun,0,3,3,1,3,2,3,3,Non,40,Divorcé(e),Consulting,Assistant de Direction,9,4,0
Non,1,0,9,3,Infra & Cloud,Occasionnel,1,4,3,3,4,4,2,3,Non,34,Divorcé(e),Consulting,Manager,0,9,0
Non,0,4,2,3,Infra & Cloud,Occasionnel,8,3,3,2,4,3,3,3,Non,40,Célibataire,Consulting,Assistant de Direction,1,9,0
Non,1,2,1,3,Marketing,Frequent,1,3,3,2,1,4,3,3,Non,41,Divorcé(e),Commercial,Cadre Commercial,0,9,0
Non,0,3,4,4,Infra & Cloud,Frequent,1,3,3,2,3,2,3,3,Oui,35,Célibataire,Consulting,Assistant de Direction,1,9,0
Non,1,2,5,3,Infra & Cloud,Occasionnel,0,3,3,4,2,2,3,3,Oui,51,Divorcé(e),Ressources Humaines,Senior Manager,1,33,0
Non,1,3,2,2,Infra & Cloud,Occasionnel,1,2,3,2,1,4,3,3,Non,38,Divorcé(e),Commercial,Cadre Commercial,3,7,0
Non,0,6,15,2,Transformation Digitale,Occasionnel,9,3,3,2,1,4,4,3,Non,34,Célibataire,Commercial,Cadre Commercial,1,10,0
Non,3,6,19,1,Transformation Digitale,Occasionnel,1,4,3,1,4,3,2,3,Non,25,Marié(e),Consulting,Consultant,3,3,0
Oui,0,0,7,4,Transformation Digitale,Occasionnel,5,3,2,3,1,4,2,3,Oui,58,Marié(e),Consulting,Tech Lead,7,10,1
Non,1,3,1,4,Infra & Cloud,Occasionnel,0,2,3,1,2,3,3,4,Non,40,Marié(e),Consulting,Consultant,3,4,0
Non,1,2,7,3,Marketing,Frequent,6,1,4,2,1,4,2,3,Non,36,Marié(e),Commercial,Cadre Commercial,2,15,0
Non,0,2,4,3,Infra & Cloud,Occasionnel,0,4,3,3,4,3,3,3,Non,48,Célibataire,Consulting,Tech Lead,1,10,0
Non,1,4,11,3,Transformation Digitale,Occasionnel,0,3,4,1,4,2,3,3,Non,27,Marié(e),Commercial,Représentant Commercial,8,1,0
Non,0,1,11,2,Entrepreunariat,Occasionnel,0,4,2,4,2,2,2,3,Non,51,Célibataire,Consulting,Tech Lead,3,5,0
Non,0,5,1,3,Infra & Cloud,Aucun,0,4,3,1,4,3,4,3,Non,18,Célibataire,Consulting,Consultant,1,0,0
Non,1,0,1,3,Transformation Digitale,Occasionnel,0,4,2,2,4,2,3,3,Non,35,Marié(e),Consulting,Consultant,0,9,0
Non,0,3,2,1,Infra & Cloud,Frequent,0,4,1,2,4,2,3,4,Non,27,Célibataire,Commercial,Cadre Commercial,3,6,0
Oui,0,2,13,4,Marketing,Occasionnel,3,1,4,4,3,3,2,3,Oui,55,Célibataire,Commercial,Cadre Commercial,6,19,1
Non,1,0,23,3,Infra & Cloud,Occasionnel,15,4,3,4,2,1,3,3,Oui,56,Marié(e),Consulting,Tech Lead,4,19,0
Non,3,2,26,1,Entrepreunariat,Aucun,0,1,2,1,3,3,3,4,Non,34,Divorcé(e),Consulting,Assistant de Direction,1,5,0
Non,3,0,2,1,Transformation Digitale,Occasionnel,11,2,4,2,3,2,3,4,Non,40,Divorcé(e),Consulting,Manager,5,12,0
Non,2,1,29,3,Transformation Digitale,Occasionnel,7,2,3,2,3,1,3,3,Non,34,Marié(e),Consulting,Consultant,4,8,0
Oui,0,3,2,3,Infra & Cloud,Frequent,0,3,2,1,4,3,4,3,Non,31,Célibataire,Commercial,Représentant Commercial,7,1,1
Oui,1,0,18,4,Marketing,Frequent,3,4,3,2,3,3,2,3,Oui,35,Marié(e),Commercial,Cadre Commercial,0,4,1
Non,3,2,7,3,Infra & Cloud,Frequent,0,4,4,1,3,4,3,3,Non,38,Divorcé(e),Consulting,Assistant de Direction,1,4,0
Non,0,2,2,4,Entrepreunariat,Occasionnel,4,3,3,2,4,4,4,3,Non,34,Célibataire,Consulting,Manager,1,14,0
Non,1,0,26,3,Infra & Cloud,Occasionnel,0,3,2,2,1,3,3,3,Non,28,Marié(e),Commercial,Cadre Commercial,1,5,0
Oui,2,3,22,4,Transformation Digitale,Occasionnel,6,4,3,2,3,4,2,3,Oui,31,Marié(e),Consulting,Tech Lead,1,10,1
Non,2,2,21,4,Infra & Cloud,Occasionnel,1,1,2,2,4,4,4,3,Oui,39,Marié(e),Commercial,Cadre Commercial,3,5,0
Non,0,5,2,3,Marketing,Frequent,3,2,3,3,2,2,3,3,Non,51,Marié(e),Commercial,Cadre Commercial,2,4,0
Non,2,4,22,3,Infra & Cloud,Frequent,3,4,3,2,4,1,2,3,Oui,41,Divorcé(e),Consulting,Assistant de Direction,3,6,0
Non,0,2,4,1,Infra & Cloud,Occasionnel,1,3,3,1,3,4,3,3,Oui,37,Marié(e),Consulting,Assistant de Direction,7,6,0
Non,0,2,5,1,Infra & Cloud,Frequent,1,2,3,2,4,1,4,3,Non,33,Marié(e),Commercial,Cadre Commercial,6,5,0
Non,3,3,2,1,Marketing,Occasionnel,1,3,3,2,2,1,2,3,Oui,32,Marié(e),Commercial,Cadre Commercial,0,3,0
Non,1,2,25,2,Infra & Cloud,Aucun,0,3,3,3,3,2,3,4,Non,39,Marié(e),Consulting,Manager,3,6,0
Non,0,3,18,1,Infra & Cloud,Occasionnel,1,1,4,2,3,2,2,3,Non,25,Marié(e),Commercial,Cadre Commercial,2,3,0
Non,1,3,28,2,Transformation Digitale,Frequent,0,4,4,4,3,2,2,3,Oui,52,Marié(e),Consulting,Tech Lead,2,5,0
Non,0,3,6,3,Transformation Digitale,Occasionnel,1,1,2,2,3,1,1,3,Oui,43,Célibataire,Consulting,Assistant de Direction,1,20,0
Non,0,3,10,3,Marketing,Occasionnel,4,4,2,2,4,4,3,3,Oui,27,Marié(e),Commercial,Cadre Commercial,1,6,0
Oui,0,2,17,4,Infra & Cloud,Occasionnel,7,4,3,1,3,4,3,3,Oui,27,Célibataire,Consulting,Assistant de Direction,1,8,1
Non,0,2,2,1,Transformation Digitale,Occasionnel,1,1,2,1,4,4,3,3,Non,26,Célibataire,Consulting,Assistant de Direction,0,4,0
Non,1,5,10,3,Ressources Humaines,Occasionnel,0,3,3,4,1,3,3,3,Non,42,Marié(e),Ressources Humaines,Senior Manager,0,20,0
Non,0,2,8,4,Autre,Occasionnel,0,3,3,1,1,3,1,3,Non,52,Marié(e),Consulting,Consultant,9,5,0
Non,0,6,11,3,Transformation Digitale,Occasionnel,0,1,3,1,3,1,3,3,Non,37,Célibataire,Consulting,Consultant,4,3,0
Non,0,2,18,2,Infra & Cloud,Frequent,2,3,3,3,4,3,3,3,Non,35,Célibataire,Consulting,Tech Lead,2,2,0
Non,1,2,1,3,Entrepreunariat,Occasionnel,0,1,3,1,4,2,2,3,Non,25,Marié(e),Consulting,Consultant,4,3,0
Non,0,2,7,3,Autre,Occasionnel,0,3,4,1,1,4,3,3,Non,26,Célibataire,Consulting,Consultant,0,7,0
Non,0,3,17,3,Autre,Occasionnel,0,2,2,3,1,1,2,3,Non,29,Célibataire,Ressources Humaines,Ressources Humaines,1,10,0
Oui,0,2,28,2,Infra & Cloud,Frequent,1,1,2,2,1,1,3,4,Non,49,Célibataire,Consulting,Consultant,3,4,1
Oui,0,1,14,1,Autre,Frequent,7,3,3,3,4,1,3,3,Oui,29,Célibataire,Consulting,Manager,0,8,1
Non,0,3,1,3,Transformation Digitale,Occasionnel,12,4,3,4,4,4,2,3,Non,54,Célibataire,Consulting,Directeur Technique,6,20,0
Non,1,3,1,3,Transformation Digitale,Occasionnel,1,4,3,5,1,3,3,4,Oui,58,Marié(e),Consulting,Directeur Technique,3,9,0
Non,2,4,1,4,Transformation Digitale,Occasionnel,0,2,4,4,4,4,4,3,Non,55,Divorcé(e),Consulting,Directeur Technique,2,7,0
Non,0,3,3,4,Marketing,Occasionnel,0,1,3,2,2,4,3,3,Oui,36,Célibataire,Commercial,Cadre Commercial,3,5,0
Oui,0,3,1,4,Infra & Cloud,Frequent,0,2,1,1,3,2,3,3,Non,31,Célibataire,Commercial,Représentant Commercial,1,1,1
Non,2,3,7,4,Marketing,Occasionnel,0,4,3,2,1,2,3,3,Non,30,Divorcé(e),Commercial,Cadre Commercial,7,3,0
Non,0,3,8,5,Infra & Cloud,Occasionnel,1,1,3,4,2,3,4,3,Non,31,Célibataire,Consulting,Directeur Technique,3,3,0
Non,2,2,1,4,Autre,Frequent,1,4,3,1,1,3,3,3,Non,34,Divorcé(e),Consulting,Assistant de Direction,5,4,0
Oui,0,3,8,3,Infra & Cloud,Occasionnel,0,1,2,1,2,3,4,3,Non,31,Célibataire,Consulting,Assistant de Direction,1,1,1
Non,0,3,11,1,Infra & Cloud,Occasionnel,1,2,3,1,1,2,4,3,Non,27,Marié(e),Consulting,Consultant,0,5,0
Non,0,2,4,4,Infra & Cloud,Occasionnel,1,1,2,2,4,3,2,3,Non,36,Célibataire,Consulting,Consultant,1,10,0
Non,2,3,16,4,Marketing,Occasionnel,0,3,2,2,1,1,2,3,Non,36,Marié(e),Commercial,Cadre Commercial,4,3,0
Non,1,2,1,3,Entrepreunariat,Occasionnel,1,1,3,1,4,3,2,3,Non,47,Marié(e),Consulting,Assistant de Direction,7,6,0
Oui,0,2,9,2,Infra & Cloud,Occasionnel,2,1,2,1,1,1,3,3,Non,25,Marié(e),Commercial,Représentant Commercial,3,3,1
Non,0,2,5,2,Entrepreunariat,Aucun,1,3,4,1,3,1,1,3,Non,37,Célibataire,Consulting,Consultant,0,6,0
Non,1,3,1,2,Infra & Cloud,Occasionnel,1,1,3,1,1,4,4,4,Non,56,Marié(e),Consulting,Assistant de Direction,2,3,0
Non,2,2,2,4,Transformation Digitale,Occasionnel,5,1,3,4,3,2,4,3,Non,47,Marié(e),Consulting,Directeur Technique,3,20,0
Non,2,3,4,1,Transformation Digitale,Occasionnel,0,4,3,2,3,3,3,3,Oui,24,Marié(e),Commercial,Cadre Commercial,1,5,0
Non,1,3,7,5,Marketing,Occasionnel,0,4,3,2,4,3,2,3,Non,32,Marié(e),Commercial,Cadre Commercial,4,4,0
Non,1,2,1,3,Infra & Cloud,Occasionnel,0,4,2,1,2,1,2,3,Non,34,Marié(e),Consulting,Consultant,5,5,0
Non,0,5,5,5,Transformation Digitale,Occasionnel,0,2,4,1,3,1,2,3,Oui,41,Marié(e),Consulting,Assistant de Direction,2,4,0
Non,2,2,9,4,Autre,Aucun,0,3,3,2,3,3,4,3,Non,40,Divorcé(e),Consulting,Consultant,3,8,0
Non,1,5,8,2,Infra & Cloud,Occasionnel,9,1,3,3,4,1,3,3,Non,31,Divorcé(e),Commercial,Cadre Commercial,1,13,0
Oui,1,1,9,3,Marketing,Occasionnel,4,1,3,3,4,1,4,3,Non,46,Divorcé(e),Commercial,Cadre Commercial,4,7,1
Oui,0,2,2,3,Infra & Cloud,Aucun,0,1,2,1,1,2,4,4,Oui,39,Célibataire,Consulting,Consultant,2,1,1
Oui,0,2,1,5,Infra & Cloud,Frequent,4,3,4,3,2,1,3,3,Non,31,Célibataire,Consulting,Tech Lead,1,10,1
Non,1,2,20,3,Transformation Digitale,Occasionnel,0,2,1,3,1,2,3,3,Oui,45,Divorcé(e),Consulting,Manager,2,7,0
Non,0,3,8,2,Transformation Digitale,Occasionnel,0,4,4,1,2,4,3,3,Non,31,Célibataire,Ressources Humaines,Ressources Humaines,9,3,0
Oui,1,2,2,3,Infra & Cloud,Frequent,2,2,3,1,4,3,1,3,Oui,31,Marié(e),Consulting,Consultant,6,2,1
Non,2,4,29,3,Entrepreunariat,Occasionnel,1,2,3,3,4,4,4,3,Oui,45,Marié(e),Consulting,Tech Lead,4,3,0
Non,3,3,7,3,Marketing,Occasionnel,2,3,3,2,1,1,3,3,Non,48,Divorcé(e),Commercial,Cadre Commercial,4,2,0
Oui,0,0,9,4,Entrepreunariat,Occasionnel,2,1,3,1,3,4,3,3,Non,34,Marié(e),Ressources Humaines,Ressources Humaines,1,2,1
Non,1,5,8,1,Transformation Digitale,Aucun,4,4,2,3,2,3,3,3,Non,40,Divorcé(e),Consulting,Directeur Technique,2,9,0
Non,0,4,5,3,Transformation Digitale,Occasionnel,1,4,3,2,1,4,3,3,Non,28,Célibataire,Commercial,Cadre Commercial,0,5,0
Non,0,5,5,3,Infra & Cloud,Aucun,0,3,2,1,3,4,3,3,Non,44,Célibataire,Consulting,Consultant,3,5,0
Non,0,2,2,3,Transformation Digitale,Occasionnel,8,4,4,4,2,2,2,3,Non,53,Célibataire,Consulting,Directeur Technique,4,9,0
Non,1,0,5,4,Entrepreunariat,Occasionnel,1,1,3,2,3,2,2,3,Non,49,Marié(e),Consulting,Manager,2,3,0
Non,1,3,2,3,Transformation Digitale,Occasionnel,1,3,3,1,3,3,4,3,Non,40,Divorcé(e),Consulting,Assistant de Direction,2,3,0
Non,0,3,20,3,Infra & Cloud,Occasionnel,1,4,3,1,2,3,2,3,Non,44,Célibataire,Consulting,Assistant de Direction,1,5,0
Non,2,2,7,3,Transformation Digitale,Frequent,0,4,3,2,1,1,3,3,Non,33,Marié(e),Commercial,Cadre Commercial,0,4,0
Non,0,2,3,3,Autre,Occasionnel,3,4,1,2,1,4,3,3,Non,34,Célibataire,Commercial,Cadre Commercial,3,13,0
Non,2,2,16,1,Infra & Cloud,Occasionnel,2,4,3,2,3,3,2,3,Non,30,Marié(e),Commercial,Cadre Commercial,8,2,0
Non,0,3,9,2,Transformation Digitale,Frequent,5,1,3,1,4,3,3,3,Non,42,Célibataire,Consulting,Consultant,1,12,0
Non,1,4,1,5,Marketing,Frequent,0,1,3,2,3,3,2,3,Non,44,Marié(e),Commercial,Cadre Commercial,7,1,0
Non,2,2,7,3,Entrepreunariat,Aucun,0,3,3,1,3,2,2,3,Non,30,Divorcé(e),Consulting,Assistant de Direction,1,1,0
Non,1,2,1,2,Infra & Cloud,Occasionnel,2,2,4,2,3,1,2,4,Non,57,Marié(e),Consulting,Assistant de Direction,0,12,0
Non,2,3,7,4,Infra & Cloud,Occasionnel,0,3,3,3,2,2,3,3,Non,49,Divorcé(e),Consulting,Manager,3,8,0
Non,2,3,15,3,Transformation Digitale,Frequent,6,2,3,4,1,4,2,3,Non,34,Divorcé(e),Consulting,Directeur Technique,7,14,0
Oui,1,3,1,3,Entrepreunariat,Frequent,1,1,3,1,3,4,4,3,Non,28,Marié(e),Commercial,Représentant Commercial,3,3,1
Oui,0,4,13,3,Entrepreunariat,Frequent,0,1,3,2,2,1,1,3,Non,29,Célibataire,Commercial,Cadre Commercial,5,5,1
Oui,0,2,24,4,Transformation Digitale,Occasionnel,10,1,2,2,2,3,4,4,Oui,34,Célibataire,Commercial,Cadre Commercial,0,15,1
Non,1,3,7,1,Infra & Cloud,Occasionnel,0,4,3,1,3,1,3,3,Non,35,Marié(e),Commercial,Représentant Commercial,1,1,0
Oui,0,2,9,3,Transformation Digitale,Frequent,0,2,3,1,1,3,2,3,Oui,24,Célibataire,Consulting,Consultant,2,0,1
Non,1,2,13,2,Infra & Cloud,Aucun,0,4,3,1,2,3,3,3,Non,24,Marié(e),Commercial,Représentant Commercial,1,1,0
Non,0,2,2,1,Transformation Digitale,Frequent,2,2,3,3,3,2,2,3,Oui,44,Célibataire,Consulting,Tech Lead,5,2,0
Non,2,3,19,3,Infra & Cloud,Occasionnel,0,3,2,2,3,3,3,3,Non,29,Divorcé(e),Commercial,Cadre Commercial,1,10,0
Non,1,3,1,3,Infra & Cloud,Occasionnel,1,3,3,1,3,1,4,4,Non,30,Divorcé(e),Ressources Humaines,Ressources Humaines,0,5,0
Non,0,2,4,4,Infra & Cloud,Occasionnel,1,4,3,2,3,2,3,3,Oui,55,Marié(e),Consulting,Manager,0,3,0
Non,0,5,4,4,Transformation Digitale,Occasionnel,0,1,2,1,2,4,3,3,Non,33,Marié(e),Consulting,Consultant,8,5,0
Non,1,4,14,3,Transformation Digitale,Occasionnel,1,3,3,2,3,3,2,3,Oui,47,Marié(e),Commercial,Cadre Commercial,3,5,0
Oui,0,2,2,2,Transformation Digitale,Frequent,0,3,2,1,1,3,2,3,Non,28,Célibataire,Consulting,Consultant,7,0,1
Non,1,2,1,3,Infra & Cloud,Occasionnel,0,1,2,1,3,4,1,3,Non,28,Divorcé(e),Consulting,Assistant de Direction,1,1,0
Non,0,5,7,3,Infra & Cloud,Frequent,1,3,3,2,1,4,3,3,Non,28,Célibataire,Commercial,Cadre Commercial,0,4,0
Non,1,3,3,2,Transformation Digitale,Occasionnel,1,3,2,2,1,1,3,4,Non,49,Marié(e),Consulting,Consultant,4,3,0
Non,3,3,2,1,Infra & Cloud,Frequent,0,4,3,1,2,3,3,3,Non,29,Marié(e),Consulting,Consultant,0,3,0
Non,2,2,29,1,Infra & Cloud,Occasionnel,1,3,1,2,2,2,2,3,Non,28,Marié(e),Consulting,Tech Lead,1,8,0
Non,0,6,8,5,Infra & Cloud,Occasionnel,0,4,3,2,3,1,3,3,Oui,33,Célibataire,Consulting,Manager,2,0,0
Non,0,5,10,3,Transformation Digitale,Occasionnel,0,3,3,3,4,2,4,4,Non,32,Célibataire,Consulting,Senior Manager,2,5,0
Non,1,2,11,4,Transformation Digitale,Frequent,1,2,3,4,4,1,3,4,Non,54,Divorcé(e),Consulting,Senior Manager,3,14,0
Oui,0,2,1,4,Entrepreunariat,Occasionnel,0,1,2,1,1,3,1,3,Non,29,Célibataire,Consulting,Assistant de Direction,6,9,1
Non,1,1,28,3,Infra & Cloud,Occasionnel,14,4,3,4,1,3,4,3,Non,44,Marié(e),Consulting,Directeur Technique,3,20,0
Non,0,3,6,3,Infra & Cloud,Occasionnel,2,2,3,3,2,4,3,3,Non,39,Célibataire,Consulting,Tech Lead,4,2,0
Non,1,2,3,3,Infra & Cloud,Occasionnel,5,3,3,4,2,4,4,3,Non,46,Marié(e),Commercial,Senior Manager,8,13,0
Non,0,3,16,3,Infra & Cloud,Occasionnel,3,4,2,3,2,4,1,3,Non,35,Célibataire,Consulting,Manager,1,11,0
Non,0,2,20,1,Infra & Cloud,Occasionnel,1,1,3,2,3,2,3,3,Non,23,Célibataire,Consulting,Consultant,0,4,0
Oui,0,3,9,4,Infra & Cloud,Occasionnel,1,4,3,1,1,2,1,3,Non,40,Célibataire,Consulting,Consultant,3,5,1
Non,0,3,1,3,Entrepreunariat,Occasionnel,8,4,2,3,3,4,3,3,Oui,34,Marié(e),Commercial,Cadre Commercial,1,10,0
Oui,0,2,3,3,Infra & Cloud,Frequent,7,4,3,1,3,1,1,3,Non,31,Célibataire,Consulting,Assistant de Direction,1,7,1
Non,0,2,22,5,Transformation Digitale,Frequent,13,3,1,4,4,4,3,3,Oui,50,Célibataire,Consulting,Directeur Technique,1,32,0
Non,1,4,7,2,Entrepreunariat,Occasionnel,5,2,3,1,3,2,3,4,Oui,34,Marié(e),Commercial,Représentant Commercial,0,11,0
Non,1,3,2,3,Transformation Digitale,Occasionnel,0,3,2,1,2,2,3,3,Non,42,Marié(e),Consulting,Consultant,4,1,0
Non,0,2,13,3,Transformation Digitale,Occasionnel,3,1,3,2,4,1,3,3,Non,37,Marié(e),Consulting,Assistant de Direction,1,10,0
Non,1,3,8,1,Autre,Occasionnel,0,3,1,2,1,3,3,3,Non,29,Marié(e),Consulting,Manager,3,7,0
Non,0,2,25,3,Infra & Cloud,Occasionnel,0,4,2,2,2,4,3,3,Non,33,Célibataire,Consulting,Tech Lead,1,5,0
Non,1,3,28,3,Entrepreunariat,Occasionnel,0,4,3,1,4,4,3,4,Non,45,Marié(e),Consulting,Assistant de Direction,4,5,0
Non,1,3,2,3,Infra & Cloud,Frequent,13,4,3,3,4,3,1,3,Oui,42,Marié(e),Consulting,Manager,2,20,0
Non,0,5,9,2,Transformation Digitale,Occasionnel,7,1,3,2,1,4,4,3,Non,40,Marié(e),Commercial,Cadre Commercial,0,8,0
Non,1,3,28,4,Infra & Cloud,Occasionnel,5,2,3,2,3,2,3,3,Oui,33,Marié(e),Consulting,Consultant,1,15,0
Non,0,2,6,2,Transformation Digitale,Occasionnel,7,3,3,4,4,4,3,4,Oui,40,Célibataire,Ressources Humaines,Senior Manager,1,21,0
Non,3,3,21,2,Entrepreunariat,Occasionnel,0,3,2,1,1,2,3,3,Non,24,Divorcé(e),Consulting,Consultant,0,1,0
Non,0,2,8,2,Infra & Cloud,Aucun,2,4,3,2,4,3,3,3,Oui,40,Divorcé(e),Consulting,Manager,3,2,0
Non,3,4,1,4,Entrepreunariat,Occasionnel,7,1,3,3,2,1,3,3,Non,45,Divorcé(e),Consulting,Manager,1,10,0
Non,2,5,28,4,Infra & Cloud,Occasionnel,4,2,2,1,3,1,3,4,Non,35,Marié(e),Commercial,Représentant Commercial,0,5,0
Non,1,2,5,2,Infra & Cloud,Occasionnel,2,4,2,2,2,1,3,3,Non,32,Marié(e),Consulting,Assistant de Direction,3,7,0
Non,0,3,2,4,Infra & Cloud,Occasionnel,1,3,3,1,4,4,2,4,Oui,36,Célibataire,Commercial,Représentant Commercial,3,3,0
Non,1,2,16,4,Infra & Cloud,Occasionnel,7,3,3,2,3,3,3,3,Non,48,Divorcé(e),Commercial,Cadre Commercial,8,8,0
Non,2,2,9,3,Infra & Cloud,Occasionnel,0,3,4,1,3,1,2,3,Non,29,Marié(e),Consulting,Assistant de Direction,6,1,0
Non,1,6,8,4,Infra & Cloud,Occasionnel,2,1,3,2,1,4,1,3,Non,33,Marié(e),Commercial,Cadre Commercial,2,2,0
Oui,1,4,1,3,Infra & Cloud,Occasionnel,6,2,2,2,1,4,3,3,Non,30,Marié(e),Commercial,Cadre Commercial,1,10,1
Non,0,2,10,4,Ressources Humaines,Frequent,1,3,3,2,3,3,3,3,Non,38,Marié(e),Ressources Humaines,Ressources Humaines,3,6,0
Non,0,3,1,3,Transformation Digitale,Occasionnel,1,4,2,1,1,2,3,3,Non,35,Célibataire,Consulting,Consultant,1,3,0
Non,1,3,29,4,Entrepreunariat,Occasionnel,1,3,3,3,2,2,3,3,Non,30,Marié(e),Commercial,Cadre Commercial,3,4,0
Oui,1,2,2,3,Infra & Cloud,Occasionnel,0,1,3,1,1,4,3,3,Oui,35,Divorcé(e),Consulting,Consultant,1,1,1
Oui,1,4,2,5,Entrepreunariat,Occasionnel,1,3,2,3,4,2,3,3,Non,53,Marié(e),Consulting,Tech Lead,0,33,1
Oui,2,2,2,3,Transformation Digitale,Occasionnel,1,3,3,2,2,1,3,3,Non,38,Marié(e),Consulting,Tech Lead,4,5,1
Non,1,3,1,4,Entrepreunariat,Aucun,1,4,3,2,1,2,2,3,Non,32,Marié(e),Consulting,Assistant de Direction,4,6,0
Non,1,3,15,4,Autre,Occasionnel,7,3,3,1,1,4,2,3,Non,48,Marié(e),Consulting,Assistant de Direction,8,8,0
Non,0,4,7,4,Transformation Digitale,Occasionnel,0,1,3,1,4,3,1,3,Non,34,Célibataire,Consulting,Assistant de Direction,1,1,0
Non,1,3,26,5,Marketing,Occasionnel,2,3,2,5,4,3,3,4,Non,55,Marié(e),Commercial,Senior Manager,1,36,0
Non,1,3,1,4,Infra & Cloud,Occasionnel,2,2,3,2,4,2,2,3,Non,34,Marié(e),Consulting,Assistant de Direction,9,2,0
Non,0,5,3,3,Infra & Cloud,Occasionnel,0,1,3,1,4,1,3,4,Non,26,Marié(e),Consulting,Assistant de Direction,1,1,0
Non,1,3,14,3,Infra & Cloud,Occasionnel,7,3,3,2,2,4,3,3,Non,38,Marié(e),Commercial,Cadre Commercial,0,9,0
Non,0,5,16,3,Infra & Cloud,Occasionnel,1,2,3,2,2,2,4,3,Non,38,Célibataire,Commercial,Cadre Commercial,2,3,0
Non,0,5,1,4,Infra & Cloud,Occasionnel,0,2,3,2,3,1,3,3,Non,36,Célibataire,Commercial,Cadre Commercial,6,1,0
Non,0,3,3,1,Transformation Digitale,Occasionnel,1,2,3,1,1,4,3,3,Oui,29,Célibataire,Consulting,Consultant,1,10,0
Non,0,4,10,4,Transformation Digitale,Occasionnel,0,1,3,2,3,3,3,3,Oui,35,Célibataire,Consulting,Manager,3,5,0
Non,1,3,6,3,Transformation Digitale,Occasionnel,7,4,4,3,3,1,3,3,Non,39,Marié(e),Commercial,Cadre Commercial,2,7,0
Non,1,0,2,1,Infra & Cloud,Frequent,1,1,3,2,4,4,4,3,Non,29,Divorcé(e),Consulting,Manager,1,6,0
Non,1,2,9,3,Marketing,Occasionnel,0,3,3,5,3,3,3,3,Oui,50,Marié(e),Commercial,Senior Manager,4,1,0
Non,1,2,10,3,Entrepreunariat,Occasionnel,2,4,4,1,3,4,3,3,Non,23,Marié(e),Consulting,Assistant de Direction,2,2,0
Non,1,3,6,4,Infra & Cloud,Frequent,0,1,4,2,1,4,3,3,Oui,36,Marié(e),Consulting,Consultant,3,3,0
Non,0,2,9,2,Autre,Occasionnel,0,4,2,5,4,4,3,4,Non,42,Célibataire,Consulting,Senior Manager,8,1,0
Non,2,3,28,3,Infra & Cloud,Occasionnel,6,2,4,2,3,4,2,3,Non,35,Marié(e),Consulting,Consultant,1,10,0
Non,1,3,10,4,Entrepreunariat,Frequent,7,4,2,2,3,2,2,3,Non,34,Marié(e),Consulting,Manager,1,8,0
Non,1,2,14,2,Infra & Cloud,Occasionnel,1,4,3,2,1,3,3,3,Non,40,Marié(e),Commercial,Cadre Commercial,1,5,0
Non,1,0,27,3,Entrepreunariat,Occasionnel,0,4,4,1,2,3,3,3,Non,43,Divorcé(e),Consulting,Consultant,5,6,0
Non,1,5,7,2,Infra & Cloud,Occasionnel,0,3,2,1,4,4,2,3,Non,35,Marié(e),Consulting,Consultant,1,1,0
Non,0,5,1,4,Infra & Cloud,Occasionnel,0,4,4,4,1,2,1,3,Non,46,Célibataire,Commercial,Senior Manager,1,26,0
Oui,3,3,24,3,Transformation Digitale,Occasionnel,0,3,3,1,2,3,3,3,Oui,28,Marié(e),Consulting,Consultant,1,1,1
Non,0,2,26,2,Autre,Aucun,1,2,2,1,3,2,2,3,Oui,22,Marié(e),Consulting,Assistant de Direction,1,4,0
